"Site","Sample ID","Date","Filter","Well","N1Ct","N1","N1LOD","N2CT","N2","N2LOD","PMMOVCT","PMMOV","BCoV","HF183CT","HF183","CrPCT","CrP","Notes","...20"
"Kenosha","Kenosha (W) rep 3",2021-02-03,"3","3","30.75","349558","N","31.27","188896","N","24.09","15384865","4.54","24.6","2440068973","28.33","295340784",NA,NA
"Platteville","Platteville (M) rep 1",2021-02-01,"1","1","32.57","108316","N","32.020000000000003","117600","N","24.6","10705810","3.32","24.68","2311642016","28.94","193951546",NA,NA
"Platteville","Platteville (M) rep 1",2021-02-01,"1","2","32.44","118063","N","31.96","121974","N","24.45","11920854","2.59","24.26","3060374736","28.16","329872009",NA,NA
"Platteville","Platteville (M) rep 1",2021-02-01,"1","3","32.020000000000003","155100","N","31.88","128003","N","24.67","10193080","3.52","24.19","3208940047","28.48","265308876",NA,NA
"Platteville","Platteville (M) rep 2",2021-02-01,"2","1","31.58","204871","N","31.36","178759","N","24.34","12914892","4.83","24.91","1970427196","29","186893077",NA,NA
"Platteville","Platteville (M) rep 2",2021-02-01,"2","2","31.31","243188","N","31.08","214325","N","24.31","13131855","4.5","24.67","2329572310","28.29","302828775",NA,NA
"Platteville","Platteville (M) rep 2",2021-02-01,"2","3","31.37","234019","N","31.75","138913","N","24.33","12993223","5.19","24.51","2585310250","28.43","274879544",NA,NA
"Platteville","Platteville (M) rep 3",2021-02-01,"3","1","32.61","105943","N","31.69","144360","N","24.69","10090358","5.71","24.82","2107364981","28.44","273855991",NA,NA
"Platteville","Platteville (M) rep 3",2021-02-01,"3","2","31.53","212434","N","31.29","186866","N","24.46","11835912","6.06","24.88","2022370946","27.8","423443044",NA,NA
"Platteville","Platteville (M) rep 3",2021-02-01,"3","3","32.21","136487","N","32.29","98725","N","24.58","10838411","6.68","24.43","2732928358","28.24","313193629",NA,NA
"Platteville","Platteville (T) rep 1",2021-02-02,"1","1","27.11","3617669","N","27.15","2633845","N","22.28","55074246","5.53","24.35","2896317358","27.23","621935428",NA,NA
"Platteville","Platteville (T) rep 1",2021-02-02,"1","2","26.83","4331668","N","26.8","3291206","N","22.35","52529101","4.45","24.45","2691061348","27.24","618194570",NA,NA
"Platteville","Platteville (T) rep 1",2021-02-02,"1","3","26.84","4305045","N","26.7","3524625","N","22.28","54982320","5.87","24.21","3171752103","27.23","621116073",NA,NA
"Platteville","Platteville (T) rep 2",2021-02-02,"2","1","27.5","2823055","N","27.5","2106280","N","21.91","71295612","4.62","24.52","2579171106","27.15","656901620",NA,NA
"Platteville","Platteville (T) rep 2",2021-02-02,"2","2","26.84","4309386","N","26.58","3799930","N","22.03","65907313","4.16","24.21","3177760512","26.82","825423774",NA,NA
"Platteville","Platteville (T) rep 2",2021-02-02,"2","3","27.07","3712597","N","27.31","2375689","N","22.17","59447026","4.16","24.28","3020149519","26.99","735577556",NA,NA
"Platteville","Platteville (T) rep 3",2021-02-02,"3","1","27.4","2991668","N","27.65","1916247","N","22.35","52251240","3.36","25.52","1307033982","27.96","379782313",NA,NA
"Platteville","Platteville (T) rep 3",2021-02-02,"3","2","26.83","4316504","N","26.95","3003204","N","22.38","51177131","3.07","25.45","1367818700","27.66","464308110",NA,NA
"Platteville","Platteville (T) rep 3",2021-02-02,"3","3","26.95","4015642","N","26.94","3009373","N","22.46","48428313","3.2","24.79","2137832074","27.81","419482101",NA,NA
"Platteville","Platteville (W) rep 1",2021-02-03,"1","1","27.84","2265378","N","27.96","1567486","N","23.31","26547175","6.44","25.04","1815229269","29.98","96080897",NA,NA
"Platteville","Platteville (W) rep 1",2021-02-03,"1","2","27.68","2501294","N","27.69","1867943","N","22.15","60265364","6.94","24.41","2773489025","28.15","332443705",NA,NA
"Platteville","Platteville (W) rep 1",2021-02-03,"1","3","28.15","1854166","N","27.8","1741858","N","23.14","30036239","7.1","24.57","2480281318","27.97","376171648",NA,NA
"Platteville","Platteville (W) rep 2",2021-02-03,"2","1","27.69","2485071","N","27.97","1560103","N","23.88","17851339","8.6999999999999993","24.34","2902427231","29.89","101663169",NA,NA
"Platteville","Platteville (W) rep 2",2021-02-03,"2","2","28","2037527","N","27.78","1767508","N","23.89","17643513","6.89","24.37","2845460230","27.49","520482356",NA,NA
"Platteville","Platteville (W) rep 2",2021-02-03,"2","3","27.92","2153986","N","27.86","1673780","N","23.71","20059422","6.67","23.87","4005852709","28.15","331951436",NA,NA
"Platteville","Platteville (W) rep 3",2021-02-03,"3","1","27.81","2308595","N","27.61","1970959","N","24.01","16293537","6.51","24.41","2778022689","29.84","105417668",NA,NA
"Platteville","Platteville (W) rep 3",2021-02-03,"3","2","27.86","2237496","N","27.89","1643396","N","23.72","19954808","5.66","24.13","3351738902","27.81","419269959",NA,NA
"Platteville","Platteville (W) rep 3",2021-02-03,"3","3","27.83","2272533","N","27.8","1743419","N","23.89","17665085","4.53","24.26","3062334769","28.15","332570990",NA,NA
"Merrill","Merrill (M) rep 1",2021-02-01,"1","1","33.21","71880","N","32.93","65544","Y","24.8","11502400","4.21","25.89","1017532680","29.79","109091504",NA,NA
"Merrill","Merrill (M) rep 1",2021-02-01,"1","2","32.090000000000003","148074","N","32.42","90997","N","24.72","12210526","4.97","25.98","955582709","29.73","113793554",NA,NA
"Merrill","Merrill (M) rep 1",2021-02-01,"1","3","32.200000000000003","137468","N","31.91","125836","N","25.19","8654253","6.93","25.82","1065582664","29.77","110451492",NA,NA
"Merrill","Merrill (M) rep 2",2021-02-01,"2","1","31.86","171211","N","32.15","107870","N","24.81","11386213","2.54","26.55","650991717","29.78","109923539",NA,NA
"Merrill","Merrill (M) rep 2",2021-02-01,"2","2","32.32","127495","N","32.67","77400","N","24.8","11511031","2.89","25.37","1446361092","29.82","106543073",NA,NA
"Merrill","Merrill (M) rep 2",2021-02-01,"2","3","32.31","128125","N","31.41","173127","N","24.71","12272125","3.88","25.78","1094542456","29.62","122494982",NA,NA
"Merrill","Merrill (M) rep 3",2021-02-01,"3","1","32.14","142870","N","32.049999999999997","115133","N","24.22","17709205","2.37","25.74","1127285685","29.4","142033107",NA,NA
"Merrill","Merrill (M) rep 3",2021-02-01,"3","2","31.79","179454","N","31.51","161957","N","24.35","15992911","2.61","25.02","1838932528","29.34","147896126",NA,NA
"Merrill","Merrill (M) rep 3",2021-02-01,"3","3","31.93","163825","N","31.17","202406","N","23.94","21667036","2.85","24.75","2204055090","29.38","144547617",NA,NA
"Merrill","Merrill (T) rep 1",2021-02-02,"1","1","32.82","92611","N","32.299999999999997","97912","N","21.46","135619161","3.29","25.92","994776951","29.37","144912362",NA,NA
"Merrill","Merrill (T) rep 1",2021-02-02,"1","2","31.56","207915","N","32.549999999999997","83737","N","21.28","154430063","3.87","25.91","1006120931","29.56","127983235",NA,NA
"Merrill","Merrill (T) rep 1",2021-02-02,"1","3","32.5","113597","N","33.21","54720","Y","21.14","171294129","4.01","25.49","1333691834","29.46","136605371",NA,NA
"Merrill","Merrill (T) rep 2",2021-02-02,"2","1","33.64","54725","N","33.33","50887","Y","24.87","10972193","3.95","25.95","978730010","29.34","148108485",NA,NA
"Merrill","Merrill (T) rep 2",2021-02-02,"2","2","31.88","169337","N","31.76","138626","N","25.06","9473665","4.97","25.82","1064654116","29.34","148286540",NA,NA
"Merrill","Merrill (T) rep 2",2021-02-02,"2","3","32.33","126397","N","32.07","113502","N","24.99","9981680","4.87","25.68","1176917626","29.33","148967274",NA,NA
"Merrill","Merrill (T) rep 3",2021-02-02,"3","1","32.869999999999997","89414","N","33.090000000000003","59004","Y","25.49","6900404","3.06","25.92","997628737","29.63","121497507",NA,NA
"Merrill","Merrill (T) rep 3",2021-02-02,"3","2","32.799999999999997","93760","N","32.54","84280","N","25.57","6505680","3.42","26.35","745267703","29.77","110418622",NA,NA
"Merrill","Merrill (T) rep 3",2021-02-02,"3","3","33.020000000000003","81405","N","32.24","102080","N","25.5","6871549","3.5","25.92","995645719","29.86","104019358",NA,NA
"Merrill","Merrill (W) rep 1",2021-02-03,"1","1","34.9","24288","Y","35.590000000000003","11927","Y","26.74","2359274","0.6","28.78","143783301","29.58","126081006",NA,NA
"Merrill","Merrill (W) rep 1",2021-02-03,"1","2","33.42","62911","N","35.25","14840","Y","26.48","2850578","0.63","28.59","164232805","29.54","129093049",NA,NA
"Merrill","Merrill (W) rep 1",2021-02-03,"1","3","35.43","17332","Y","36.590000000000003","6302","Y","26.75","2354446","0.52","28.53","170375412","29.41","141123347",NA,NA
"Merrill","Merrill (W) rep 2",2021-02-03,"2","1","34.270000000000003","36526","Y","36.409999999999997","7068","Y","25.86","4413121","0.97","27.84","272191633","31.9","25908369",NA,NA
"Merrill","Merrill (W) rep 2",2021-02-03,"2","2","34.770000000000003","26433","Y",NA,"0","Y","25.98","4043388","0.91","27.83","273312695","31.77","28391596",NA,NA
"Merrill","Merrill (W) rep 2",2021-02-03,"2","3","34.79","26103","Y","33.83","36928","Y","26.25","3340038","0.83","27.78","282650785","32.03","23791762",NA,NA
"Merrill","Merrill (W) rep 3",2021-02-03,"3","1","32.729999999999997","98244","N","31.96","122108","N","25.11","9176756","2.7","26.22","812739932","31.06","46066738",NA,NA
"Merrill","Merrill (W) rep 3",2021-02-03,"3","2","31.93","164278","N","32.520000000000003","85416","N","25","9929614","3.6","25.39","1423679787","31.18","42407128",NA,NA
"Merrill","Merrill (W) rep 3",2021-02-03,"3","3","32.130000000000003","143920","N","33.36","49791","Y","24.95","10309735","3.62","25.72","1140397077","31.13","43940132",NA,NA
"Oshkosh","Oshkosh (T) rep 1",2021-02-02,"1","1","30.4","438467","N","30.87","244321","N","23.03","42496277","5.86","25.97","962342269","29.5","133164140",NA,NA
"Oshkosh","Oshkosh (T) rep 1",2021-02-02,"1","2","31.15","270741","N","30.71","271009","N","23.73","25443426","5.91","24.49","2623478420","28.46","270546504",NA,NA
"Oshkosh","Oshkosh (T) rep 1",2021-02-02,"1","3","29.97","576528","N","30.22","370292","N","23.42","31865920","6.31","24.68","2302173336","28.82","210748006",NA,NA
"Oshkosh","Oshkosh (T) rep 2",2021-02-02,"2","1","31.11","277376","N","31.51","162964","N","23.88","22652174","5.16","25.45","1367785124","30.89","51738098",NA,NA
"Oshkosh","Oshkosh (T) rep 2",2021-02-02,"2","2","30.71","357854","N","31.93","123930","N","23.56","28634029","5.88","25.32","1495762401","28.7","228612140",NA,NA
"Oshkosh","Oshkosh (T) rep 2",2021-02-02,"2","3","31.07","284944","N","32.49","86823","N","23.48","30392688","6.44","25.26","1556315632","28.96","191706682",NA,NA
"Oshkosh","Oshkosh (T) rep 3",2021-02-02,"3","1","31.63","199047","N","31.25","191575","N","23.68","26257032","6.8","26.11","880255415","28.89","200734282",NA,NA
"Oshkosh","Oshkosh (T) rep 3",2021-02-02,"3","2","30.91","315259","N","31.07","215621","N","23.57","28632186","7.22","24.69","2297624454","29.36","145918750",NA,NA
"Oshkosh","Oshkosh (T) rep 3",2021-02-02,"3","3","30.98","301042","N","31.64","149217","N","23.77","24560086","8.34","25.2","1619500338","29.05","180635651",NA,NA
"Oshkosh","Oshkosh (W) rep 1",2021-02-03,"1","1","31.46","220864","N","31.02","221688","N","23.83","23573514","4.25","25.52","1309378624","30.97","48804084",NA,NA
"Oshkosh","Oshkosh (W) rep 1",2021-02-03,"1","2","31.54","210877","N","31.27","189335","N","24.06","19808083","4.34","25.27","1553137079","29.1","174621510",NA,NA
"Oshkosh","Oshkosh (W) rep 1",2021-02-03,"1","3","31.9","167136","N","31.88","128251","N","23.84","23448682","4.7699999999999996","25.51","1316437867","28.95","193829141",NA,NA
"Oshkosh","Oshkosh (W) rep 2",2021-02-03,"2","1","31.92","164457","N","32.08","112751","N","23.67","26403011","5.72","25.13","1703600751","29.19","164500794",NA,NA
"Oshkosh","Oshkosh (W) rep 2",2021-02-03,"2","2","32.22","136265","N","31.68","145490","N","24","20720607","6.6","25.17","1654499025","29.71","115082350",NA,NA
"Oshkosh","Oshkosh (W) rep 2",2021-02-03,"2","3","31.44","224368","N","32.229999999999997","102310","N","23.31","34670530","5.37","25.2","1625348284","29.33","149611944",NA,NA
"Oshkosh","Oshkosh (W) rep 3",2021-02-03,"3","1","31.47","219692","N","32.01","117733","N","23.31","34670896","6.97","25.54","1294207904","29.65","119999608",NA,NA
"Oshkosh","Oshkosh (W) rep 3",2021-02-03,"3","2","31.68","192571","N","32.31","97329","N","23.52","29662961","9.11","25.61","1233398136","29.48","134639290",NA,NA
"Oshkosh","Oshkosh (W) rep 3",2021-02-03,"3","3","31.62","200046","N","31.75","139118","N","23.29","35144657","8.66","25.69","1162301329","29.79","109026243",NA,NA
"Madison","MMSD (W) rep 1",2021-02-03,"1","1","31.03","291166","N","31.28","188683","N","23.44","31335906","2.85","24.79","2140064341","31.13","43913168",NA,NA
"Madison","MMSD (W) rep 1",2021-02-03,"1","2","31.08","282816","N","31.14","205672","N","23.47","30669621","3.01","24.88","2014003264","29.18","165401561",NA,NA
"Madison","MMSD (W) rep 1",2021-02-03,"1","3","31","297540","N","31.12","208474","N","23.58","28318893","3.21","25.11","1721527165","28.78","217516500",NA,NA
"Madison","MMSD (W) rep 2",2021-02-03,"2","1","31.26","251104","N","31.47","166808","N","22.8","50525166","3.42","24.66","2341328079","28.82","210736678",NA,NA
"Madison","MMSD (W) rep 2",2021-02-03,"2","2","31.68","192901","N","32.200000000000003","104465","N","23.3","34792050","2.87","23.71","4460172690","28.79","215255556",NA,NA
"Madison","MMSD (W) rep 2",2021-02-03,"2","3","32.15","142358","N","31.18","200785","N","22.86","48163416","4.12","23.98","3710499431","28.92","196656632",NA,NA
"Madison","MMSD (W) rep 3",2021-02-03,"3","1","31.65","195679","N","31.26","190628","N","23.07","41157663","9.52","24.82","2105419154","29.09","175313055",NA,NA
"Madison","MMSD (W) rep 3",2021-02-03,"3","2","30.45","423748","N","30.64","282549","N","23.45","31236183","4.7699999999999996","24.6","2438741437","29.06","179097130",NA,NA
"Madison","MMSD (W) rep 3",2021-02-03,"3","3","30.33","458567","N","30.76","262745","N","23.02","42957548","6.18","24.63","2389412468","29.26","156191585",NA,NA
"Madison","MMSD (R) rep 1",2021-02-04,"1","1","31.39","231638","N","31.07","215774","N","23.96","21403024","4.74","25.16","1665587863","29.63","121753601",NA,NA
"Madison","MMSD (R) rep 1",2021-02-04,"1","2","31.42","227368","N","31.11","209945","N","24.1","19232211","3.42","24.99","1870539963","29.66","119488050",NA,NA
"Madison","MMSD (R) rep 1",2021-02-04,"1","3","30.79","341501","N","31.02","221543","N","23.95","21600476","3.83","24.96","1907239735","29.63","121535962",NA,NA
"Madison","MMSD (R) rep 2",2021-02-04,"2","1","30.79","340729","N","30.48","313983","N","23.24","36297734","7.78","24.57","2494245941","29","186902516",NA,NA
"Madison","MMSD (R) rep 2",2021-02-04,"2","2","30.76","347174","N","30.32","348510","N","23.18","37988135","7.84","24.42","2751285239","28.95","192745503",NA,NA
"Madison","MMSD (R) rep 2",2021-02-04,"2","3","31","298190","N","30.74","266049","N","23.04","42326930","7.52","24.3","2994028658","28.81","213081357",NA,NA
"Madison","MMSD (R) rep 3",2021-02-04,"3","1","30.54","401134","N","30.47","315619","N","23.52","29691690","6.74","24.53","2555310169","29.73","114016184",NA,NA
"Madison","MMSD (R) rep 3",2021-02-04,"3","2","30.83","331106","N","31.37","177371","N","23.56","28824260","7.86","24.47","2667074429","29.53","130526868",NA,NA
"Madison","MMSD (R) rep 3",2021-02-04,"3","3","31.58","204725","N","30.74","266218","N","23.41","32044808","6.89","24.55","2516109177","28.4","281551846",NA,NA
"Plymouth","Plymouth (M) rep 1",2021-02-01,"1","1","31.53","212437","N","31.54","159832","N","25.92","5047053","0.72","27.17","429561589","30.32","75927995",NA,NA
"Plymouth","Plymouth (M) rep 1",2021-02-01,"1","2","30.56","394509","N","31.91","125790","N","25.51","6799797","0.73","27.18","425759998","29.95","97847858",NA,NA
"Plymouth","Plymouth (M) rep 1",2021-02-01,"1","3","30.91","315675","N","31.97","121288","N","25.71","5878775","0.88","26.94","500086859","30.12","87011737",NA,NA
"Plymouth","Plymouth (M) rep 2",2021-02-01,"2","1","30.69","364257","N","31.42","171961","N","25.91","5089135","0.16","27.49","346065131","30.2","82717908",NA,NA
"Plymouth","Plymouth (M) rep 2",2021-02-01,"2","2","30.82","333556","N","31.92","125175","N","25.62","6284763","0.25","27.25","406390131","30.09","88867319",NA,NA
"Plymouth","Plymouth (M) rep 2",2021-02-01,"2","3","30.6","384107","N","31.43","171036","N","25.31","7889087","0.19","26.81","544778013","30.58","63580248",NA,NA
"Plymouth","Plymouth (M) rep 3",2021-02-01,"3","1","31.44","224476","N","31.4","174599","N","25.83","5398621","0.71","27.54","334241263","29.85","104800288",NA,NA
"Plymouth","Plymouth (M) rep 3",2021-02-01,"3","2","31.24","254939","N","31.88","128616","N","25.48","6966814","0.83","26.99","485377754","30","94579371",NA,NA
"Plymouth","Plymouth (M) rep 3",2021-02-01,"3","3","30.92","313891","N","31.92","124597","N","25.41","7323930","0.7","27.27","400703203","30.41","71342610",NA,NA
"Plymouth","Plymouth (T) rep 1",2021-02-02,"1","1","35.200000000000003","20147","Y","33.479999999999997","45966","Y","25.73","5780283","1.9","27.12","442887678","30.05","91211116",NA,NA
"Plymouth","Plymouth (T) rep 1",2021-02-02,"1","2","32.33","126845","N","34.119999999999997","30590","Y","25.41","7319066","1.75","26.69","592854560","30.19","83225899",NA,NA
"Plymouth","Plymouth (T) rep 1",2021-02-02,"1","3","34","43515","N","34.08","31365","Y","25.34","7751366","1.77","27.82","275070166","30.76","56263138",NA,NA
"Plymouth","Plymouth (T) rep 2",2021-02-02,"2","1","31.3","246285","N","31.62","151136","N","25.22","8457739","2.06","27.19","421349239","29.65","120119914",NA,NA
